H3k4me3	H3k27me3	measured_log2
1.954	-0.24554094	-5.05889
2.749	1.3433734	-5.05889
1.954	-0.24554094	-5.05889
2.426	0.78854996	-1.64946
4.564	-0.24554094	1.26173
2.158	-0.24554094	-5.05889
3.865	1.87489116	-5.05889
2.012	0.86495073	-5.05889
2.126	1.75048194	-5.05889
1.954	1.78006205	-5.05889
2.067	1.27034323	-5.05889
2.162	1.50664229	-5.05889
1.954	0.44431877	-5.05889
2.152	-0.24554094	-5.05889
2.151	0.50308049	-5.05889
2.319	0.66440407	-5.05889
2.137	0.85773141	-5.05889
1.954	6.14027558	-5.05889
2.529	0.62620498	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.16	1.30555003	-5.05889
2.315	1.29727329	-5.05889
2.358	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
2.498	0.57037886	-5.05889
2.212	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
2.053	1.77240488	-5.05889
2.566	-0.24554094	-5.05889
2.166	-0.13579814	-5.05889
2.443	2.21552623	-5.05889
4.867	3.12002167	-5.05889
5.028	0.52957057	4.16455
2.24	0.62337008	-5.05889
2.162	1.26610855	-5.05889
2.154	0.89347053	-5.05889
3.477	1.90282974	-5.05889
2.088	-0.1813404	-5.05889
2.312	0.33187884	-5.05889
2.32	2.33558028	-5.05889
4.432	-0.18630628	-0.86311
2.062	0.60815393	-5.05889
3.731	0.95565462	-5.05889
5.338	-0.24554094	0.76961
2.088	1.29608701	-5.05889
2.137	0.30617877	-5.05889
2.162	0.68630461	-5.05889
5.218	-0.24554094	-1.20336
1.954	-0.24554094	-5.05889
2.507	-0.24554094	-5.05889
2.317	2.57400689	-5.05889
2.234	-0.24554094	-5.05889
2.061	1.75480605	-5.05889
1.954	-0.24554094	-5.05889
2.16	0.46663596	-5.05889
2.202	1.27877546	-5.05889
2.312	-0.24554094	-5.05889
1.954	0.97801947	-5.05889
2.646	1.68264946	-3.51042
1.997	0.77923993	-5.05889
1.954	0.95565462	-5.05889
3.834	0.81198099	-5.05889
1.986	0.52957057	-5.05889
2.136	0.54563381	-5.05889
1.954	0.45179555	-5.05889
2.209	0.42491076	-5.05889
1.954	-0.24554094	-5.05889
2.193	0.62809182	-5.05889
2.053	0.84804937	-1.40923
4.578	-0.24554094	0.37911
1.975	1.08356023	-5.05889
2.512	0.8609441	-5.05889
2.771	-0.24554094	-5.05889
2.185	1.13953463	-5.05889
5.167	1.17416955	3.29981
2.162	1.33877208	-5.05889
2.373	1.55257355	-5.05889
2.299	0.31323362	-5.05889
1.954	-0.24554094	-5.05889
1.979	1.92256684	-5.05889
1.954	-0.24554094	-5.05889
2.126	0.23367024	-5.05889
2.587	-0.24554094	-5.05889
5.936	-0.24554094	3.89456
2.164	0.475048	-5.05889
2.315	-0.08082094	-5.05889
2.027	1.75997794	-5.05889
1.954	3.40407468	-5.05889
2.481	-0.18299379	-5.05889
2.583	1.5757332	-5.05889
2.698	0.53057965	-5.05889
2.162	0.54663172	-5.05889
2.162	1.40849963	-5.05889
2.16	2.90379018	-5.05889
3.434	-0.04730642	-5.05889
2.118	0.52957057	-5.05889
2.007	-0.24554094	-5.05889
2.088	-0.24208979	-5.05889
2.818	2.75824336	-5.05889
2.09	0.96837057	-5.05889
2.11	0.45711354	-5.05889
5.849	1.33992379	-5.05889
1.954	2.3765653	-5.05889
5.964	-0.24554094	2.25268
2.024	1.37967056	-5.05889
2.618	-0.24554094	-5.05889
2.162	0.76215698	-5.05889
1.954	-0.24554094	-5.05889
2.315	0.51434799	-5.05889
2.337	1.36389965	-5.05889
2.658	0.6129266	-5.05889
2.106	1.35595189	-1.40923
4.436	3.21896393	-5.05889
1.954	0.61768258	-5.05889
2.272	0.52957057	-5.05889
2.28	0.52957057	-5.05889
4.452	-0.24554094	-5.05889
2.086	0.87848952	-5.05889
1.954	1.04523289	-5.05889
2.242	1.01958768	-5.05889
2.551	0.29434427	-5.05889
2.515	0.53158803	-5.05889
2.162	0.72472925	-5.05889
1.995	0.52957057	-5.05889
2.252	1.0152688	-5.05889
1.954	0.4896513	-5.05889
1.954	0.88481628	-5.05889
2.162	0.09865194	-5.05889
1.954	0.52957057	-5.05889
2.319	0.52957057	-5.05889
2.443	-0.24554094	-5.05889
3.796	0.21621453	-2.29863
2.344	0.55657407	-5.05889
2.767	-0.15514042	-5.05889
2.586	0.52957057	-5.05889
2.054	0.48861317	-5.05889
2.235	0.17808161	-5.05889
1.954	2.83029376	-5.05889
5.193	0.13094993	1.22656
2.454	-0.24554094	-5.05889
2.581	0.09865194	-5.05889
2.254	1.15728271	-5.05889
2.044	1.77921326	-5.05889
1.954	0.85853525	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.128	0.06978528	-2.29863
2.162	-0.24554094	-5.05889
2.658	2.67032358	-5.05889
2.513	0.81446877	-5.05889
6.408	0.61483087	4.49895
2.061	1.87091287	-5.05889
3.253	0.90907373	-5.05889
1.954	-0.24554094	-5.05889
2.145	1.47553602	-5.05889
2.626	0.51332647	-5.05889
2.159	5.57258653	-5.05889
2.104	0.78347967	-5.05889
1.954	0.78686185	-5.05889
1.954	-0.24554094	-5.05889
2.306	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
4.792	5.40894616	0.55954
2.507	0.00591081	-5.05889
2.137	0.5446352	-5.05889
1.957	1.03602462	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.83340299	-5.05889
1.954	-0.07313452	-5.05889
2.147	0.52957057	-5.05889
1.954	0.95339895	-5.05889
1.954	0.52957057	-5.05889
2.162	-0.24554094	-5.05889
1.972	-0.24554094	-5.05889
1.954	0.60815393	-5.05889
2.316	1.03104186	-5.05889
2.28	-0.21816013	-5.05889
3.918	-0.24554094	-0.35702
4.25	-0.24554094	-0.719
2.201	1.03673503	-5.05889
2.117	0.51740518	-5.05889
1.954	-0.24554094	-5.05889
3.396	0.15339868	-5.05889
2.09	1.10064768	-5.05889
1.979	0.52957057	-5.05889
2.211	1.73086141	-5.05889
2.013	-0.24554094	-5.05889
2.504	-0.24554094	-5.05889
2.294	2.3234045	-5.05889
1.954	0.55359787	-5.05889
3.268	3.85789139	-5.05889
1.954	-0.24554094	-5.05889
2.13	1.06626796	-5.05889
1.969	0.77583982	-5.05889
2.154	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
2.439	0.95865671	-5.05889
1.954	6.00302647	-5.05889
4.425	0.60336638	-2.29863
2.154	0.49586548	-5.05889
4.769	0.07394423	0.24494
1.954	0.69623198	-5.05889
2.132	0.78770615	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.37296821	-5.05889
2.167	0.58599651	-5.05889
2.172	0.980237	-5.05889
2.628	-0.24554094	-5.05889
2.124	2.16442893	-5.05889
2.071	0.48549428	-5.05889
2.185	4.99196618	-5.05889
4.676	1.73568224	-2.29863
1.954	1.90516582	-5.05889
1.954	0.70609151	-5.05889
2.165	2.09005379	-5.05889
2.16	0.55657407	-5.05889
1.954	-0.24554094	-5.05889
4.668	-0.24554094	2.00536
2.332	1.27155085	-5.05889
2.005	1.06974304	-5.05889
2.162	1.6685047	-5.05889
2.294	0.95865671	-5.05889
1.966	-0.24554094	-5.05889
2.752	1.15924131	-5.05889
1.996	1.41178929	-5.05889
1.954	0.59856193	-5.05889
2.385	0.55260476	-5.05889
2.229	-0.24554094	-5.05889
1.954	-0.24381434	-5.05889
5.004	-0.24554094	-3.51042
4.642	1.2757696	0.31358
1.954	-0.24554094	-5.05889
1.994	-0.24554094	-5.05889
1.954	0.52957057	-5.05889
1.954	3.23916727	-5.05889
2.315	0.15601659	-5.05889
2.018	0.72177814	-5.05889
2.241	2.20165565	-5.05889
1.954	1.41178929	-5.05889
1.96	1.65051618	-5.05889
2.166	1.47343858	-5.05889
1.954	-0.24554094	-5.05889
2.016	-0.24554094	-5.05889
2.315	-0.1422168	-5.05889
2.162	0.26068145	-5.05889
4.376	3.25909159	-5.05889
1.954	2.83968744	0.90924
1.954	0.95865671	-5.05889
2.866	2.03351444	-5.05889
2.1	0.09865194	-5.05889
2.767	-0.24554094	-5.05889
1.954	1.55555088	-5.05889
2.088	-0.22155445	-5.05889
1.954	1.77751418	-5.05889
2.413	1.66161256	-5.05889
2.46	1.15204675	-5.05889
1.971	-0.24554094	-5.05889
2.148	0.47923518	-5.05889
1.954	0.63185905	-5.05889
2.129	-0.24554094	-5.05889
2.112	0.08635098	-5.05889
1.954	0.95865671	-5.05889
5.527	0.06561293	1.78131
4.503	0.80031346	-0.86311
1.954	0.90285269	-5.05889
2.168	-0.24554094	-5.05889
2.546	-0.24554094	-5.05889
2.496	-0.17310173	-5.05889
1.954	-0.24554094	-5.05889
2.309	1.65237152	-5.05889
2.41	0.52957057	-5.05889
1.954	1.22180871	-5.05889
2.503	1.43353608	-5.05889
2.033	1.3462418	-5.05889
1.954	0.45286156	-5.05889
2.116	-0.24554094	-5.05889
3.587	-0.24554094	-5.05889
3.769	4.02618032	-5.05889
1.954	-0.24554094	-5.05889
2.531	0.52653908	-0.86311
3.081	4.82812884	-3.51042
5.581	0.65425447	2.60738
2.11	-0.24554094	-5.05889
1.985	1.35196153	-5.05889
2.161	1.54310458	-5.05889
4.452	1.62947761	-5.05889
5.675	4.32411929	-5.05889
1.954	3.64199674	-5.05889
2.947	-0.24554094	-5.05889
2.128	0.28360946	-5.05889
1.954	-0.22495677	-5.05889
2.082	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.364	0.91681251	-5.05889
2.247	0.50410827	-5.05889
5.862	0.9428256	4.76106
1.954	-0.24554094	-5.05889
4.814	1.92985517	-0.46788
2.351	0.69172752	-5.05889
2.266	0.50616264	-5.05889
2.307	0.3707161	-5.05889
2.51	-0.01161057	-5.05889
2.174	1.24412562	-5.05889
2.198	1.37461634	-5.05889
3.51	5.79488887	-5.05889
3.972	5.51972429	-5.05889
2.148	0.6299762	-5.05889
2.305	-0.15514042	-5.05889
2.49	-0.01161057	-5.05889
2.901	0.31088622	-5.05889
2.056	1.20104378	-5.05889
4.262	0.46241095	0.86418
1.954	2.14413432	-5.05889
2.155	0.35028503	-5.05889
1.954	0.79192112	-5.05889
1.954	0.64589664	-5.05889
2.159	0.90129322	-5.05889
2.236	0.81695309	-5.05889
2.122	0.71144069	-5.05889
2.28	0.81115078	-5.05889
5.618	0.76473295	-1.40923
1.954	-0.24554094	-5.05889
1.958	0.52451454	-5.05889
1.954	1.4232444	-5.05889
4.455	3.90757326	-5.05889
5.504	0.76986944	-1.93783
1.954	-0.24554094	-5.05889
4.964	-0.16818101	2.98951
2.453	1.82476356	-5.05889
3.055	1.46712788	-5.05889
2.455	0.74660726	-5.05889
2.156	1.11147839	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.098	0.52957057	-5.05889
2.579	0.3249148	-5.05889
2.129	-0.24554094	-5.05889
4.453	2.90826328	-5.05889
1.957	-0.02045244	-5.05889
1.954	1.07251708	-5.05889
3.336	1.74092301	-5.05889
1.954	0.7944437	-5.05889
2.029	0.89503846	-5.05889
2.484	0.58308044	-5.05889
1.954	2.19466687	-5.05889
4.781	-0.24554094	-5.05889
2.647	1.19722973	-1.20336
2.359	0.89816923	-5.05889
5.983	-0.24554094	4.95619
1.954	-0.24554094	-5.05889
1.954	0.56151918	-5.05889
1.954	0.95865671	-5.05889
1.954	0.9428256	-5.05889
2.455	0.57234009	-5.05889
3.534	2.05471287	0.61499
2.577	1.18446405	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.954	1.22368169	-5.05889
1.954	0.52957057	-5.05889
2.551	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.552	1.16704923	-5.05889
1.954	-0.24554094	-5.05889
2.753	1.54560244	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.55558301	-5.05889
5.149	-0.08082094	5.34241
2.188	0.52957057	-5.05889
2.318	-0.24554094	-5.05889
2.193	0.74747631	-5.05889
2.353	1.07942895	-5.05889
2.122	-0.24554094	-5.05889
2.792	0.45498912	-5.05889
1.954	1.32313337	-5.05889
1.954	-0.24554094	-5.05889
1.954	1.5815872	-5.05889
2.918	0.81281073	-5.05889
2.131	0.52957057	-5.05889
3.479	1.77581309	-5.05889
2.183	1.11080384	-5.05889
1.954	2.43648155	-5.05889
1.954	1.09928811	-5.05889
2.195	-0.24554094	-5.05889
2.236	1.51889739	-5.05889
4.625	1.95938049	-1.40923
4.737	-0.24554094	-0.58798
2.12	0.52957057	-5.05889
2.168	1.17610537	-5.05889
2.062	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.42	0.6384265	-5.05889
2.149	0.6449651	-5.05889
2.096	-0.1616459	-5.05889
1.982	-0.24554094	-5.05889
2.184	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.005	-0.24554094	-5.05889
4.151	0.81032008	2.85778
2.164	1.74266572	-5.05889
2.549	0.63373852	-5.05889
4.441	-0.24554094	-5.05889
1.954	1.28417028	-5.05889
2.1	1.90321935	-5.05889
2.055	0.60910954	-2.78087
2.278	2.29161224	-5.05889
2.162	0.52957057	-5.05889
1.954	1.18318125	-5.05889
2.5	0.54563381	-5.05889
1.954	0.07394423	-5.05889
2.044	-0.24554094	-5.05889
2.296	1.26610855	-5.05889
1.954	-0.24554094	-5.05889
2.195	0.95865671	-5.05889
2.177	0.52147138	-5.05889
1.954	-0.24554094	-5.05889
4.452	0.10679381	-1.40923
2.315	1.24043002	-5.05889
2.159	0.28480603	-5.05889
1.954	-0.24554094	-5.05889
2.419	-0.24554094	-5.05889
2.081	0.12294363	-5.05889
3.455	5.35524183	-5.05889
2.371	0.87769593	-5.05889
1.987	-0.24554094	-5.05889
2.344	0.29315558	-5.05889
2.278	0.82355574	-5.05889
1.954	-0.24554094	-5.05889
2.05	1.59419474	-5.05889
2.221	0.62242388	-5.05889
2.458	1.50817988	-5.05889
2.183	1.03246726	-5.05889
2.952	-0.24554094	-5.05889
2.275	-0.24554094	-5.05889
3.47	0.3249148	-0.35702
5.269	0.52248615	-5.05889
4.426	0.73264385	-0.58798
4.558	5.39651229	-5.05889
3.833	-0.24554094	-5.05889
2.607	0.51536777	-5.05889
2.082	-0.24554094	-5.05889
2.201	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.168	0.69713101	-5.05889
2.157	1.18382279	-5.05889
1.954	0.65518004	-5.05889
2.226	3.29724564	-5.05889
2.308	0.71854309	-5.05889
1.954	0.70876858	-5.05889
3.123	1.58110027	-5.05889
3.676	2.76811856	-2.29863
2.289	0.95865671	-5.05889
2.122	-0.24554094	-5.05889
3.434	0.91912607	5.95011
4.946	1.87925464	3.75341
4.115	-0.06549035	0.55954
5.43	-0.04730642	3.2036
2.402	0.97357415	-5.05889
2.754	3.87288779	-5.05889
2.112	1.17223113	-5.05889
2.144	3.06675215	-5.05889
2.664	1.21742893	-5.05889
1.954	-0.24554094	-5.05889
4.947	-0.24554094	4.76412
4.223	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.443	0.52957057	-5.05889
4.665	2.23608829	-1.64946
2.345	0.44645895	-5.05889
2.479	-0.22836714	-5.05889
3.436	1.69485322	-5.05889
4.007	1.43137663	0.17286
1.954	1.0956203	-5.05889
2.197	1.21868166	-5.05889
2.378	5.90368183	-5.05889
2.274	0.93598729	-5.05889
4.424	-0.22836714	0.50187
5.165	0.52755028	0.0169
1.954	0.88718168	-5.05889
4.663	3.17575284	-5.05889
1.954	1.13423373	-5.05889
2.616	1.00296131	-5.05889
4.221	4.85923905	-5.05889
2.242	0.51434799	-5.05889
2.513	2.88260578	-5.05889
2.197	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
2.689	0.99054066	-5.05889
2.225	1.04875894	-5.05889
5.585	0.52957057	6.46488
2.341	0.23985438	-5.05889
5.944	-0.24554094	5.50719
2.169	1.40244903	-5.05889
5.717	-0.24554094	-2.78087
2.772	-0.24554094	-5.05889
2.732	1.12289761	-5.05889
2.195	1.53104926	-5.05889
5.823	0.58502546	-1.64946
3.576	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
3.941	0.63655313	3.67731
4.946	-0.24554094	2.06631
1.954	-0.24554094	-5.05889
6.007	0.46346914	6.09975
2.636	1.35538251	-5.05889
2.657	1.07804922	-5.05889
2.196	0.52957057	-3.51042
1.988	0.87054027	-5.05889
1.954	0.91912607	-5.05889
2.647	0.95490312	-5.05889
2.685	1.67719225	-5.05889
2.341	0.58987417	-5.05889
1.954	0.85370465	-5.05889
5.744	0.52957057	2.86923
2.192	0.89347053	-5.05889
3.848	1.64493583	-5.05889
2.215	-0.1747457	-1.40923
4.638	1.38581725	2.55163
3.165	0.08084928	-5.05889
2.025	0.56151918	-5.05889
1.954	0.95865671	-5.05889
2.206	-0.24554094	-5.05889
4.283	2.18123599	-0.86311
2.435	-0.24554094	-5.05889
5.841	1.70427417	3.26556
1.988	1.14349756	-5.05889
4.47	3.14362843	-5.05889
1.954	-0.23178557	-5.05889
1.954	1.10810252	-5.05889
5.632	-0.24554094	1.48651
5.46	0.09456236	1.26173
1.954	-0.24554094	-5.05889
2.366	0.66991068	-5.05889
1.954	-0.24554094	-5.05889
2.295	-0.24554094	-5.05889
2.626	0.93064611	-2.29863
1.954	-0.24554094	-5.05889
1.954	-0.08082094	-5.05889
2.38	0.01025774	-5.05889
1.954	0.52957057	-5.05889
6.009	-0.24554094	8.17532
2.364	1.40244903	0.17286
1.954	-0.24554094	-5.05889
2.065	1.88755236	-5.05889
5.447	1.64540168	4.30184
2.627	-0.24554094	-5.05889
4.236	-0.24554094	0.95294
2.111	0.69623198	-5.05889
4.352	0.39308277	2.89186
2.029	-0.24554094	-5.05889
2.12	-0.10256088	-5.05889
2.162	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.74917593	-5.05889
1.954	1.39637295	-5.05889
2.78	-0.24554094	-5.05889
2.536	1.08836515	-5.05889
2.235	1.58451013	-1.20336
1.96	1.48494214	-5.05889
2.436	0.75526658	-5.05889
2.175	-0.21816013	-5.05889
2.055	1.9465847	-5.05889
2.18	1.49996039	-5.05889
5.9	-0.24554094	10.8848
2.393	0.52957057	-5.05889
2.167	0.99347109	-5.05889
2.315	-0.24554094	-5.05889
1.957	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
1.957	0.51638683	-5.05889
2.034	2.08525449	-5.05889
1.954	1.98464019	-5.05889
2.406	0.33880828	-5.05889
5.541	0.95865671	3.76572
2.655	0.32025413	-5.05889
3.884	3.68012172	2.08607
2.13	0.00881022	-5.05889
1.954	-0.09631588	-5.05889
3.799	0.23861992	-5.05889
2.33	0.10408496	-5.05889
5.923	-0.24554094	3.06114
2.106	1.35081939	-5.05889
1.954	1.15270228	-2.78087
2.803	1.35481291	1.75686
5.558	0.57429963	-5.05889
2.155	0.52957057	-5.05889
2.286	-0.01308021	-5.05889
2.162	1.49634958	-5.05889
2.4	0.09046251	-0.46788
1.954	-0.24554094	-5.05889
3.67	2.90729247	-5.05889
1.954	-0.24554094	-5.05889
2.022	5.32723823	-5.05889
1.954	-0.24554094	-5.05889
2.831	-0.24554094	-5.05889
4.022	0.73088899	2.23509
2.567	5.73650204	-5.05889
5.672	-0.24554094	4.95619
5.41	1.12155885	7.53281
2.275	0.70072154	-5.05889
1.954	-0.24554094	-5.05889
2.501	1.20862929	-5.05889
2.257	0.56644837	-5.05889
1.954	1.16575084	-5.05889
2.521	0.98760426	-5.05889
2.143	1.70382694	-5.05889
2.001	-0.24554094	-5.05889
4.172	0.5235002	-5.05889
2.162	2.98793919	-2.29863
1.967	1.33242121	-5.05889
2.163	0.92528508	-5.05889
4.474	2.44212327	3.13886
2.26	0.31791698	0.4418
2.107	1.19022259	-5.05889
2.289	1.25515593	-5.05889
2.274	-0.24554094	-5.05889
5.762	0.52957057	5.00371
1.954	1.23114941	-5.05889
2.162	0.4968984	-5.05889
2.455	-0.24554094	-5.05889
2.162	0.95865671	-5.05889
1.954	-0.24554094	-5.05889
5.426	0.65887728	3.46736
1.954	0.55756445	-5.05889
4.079	0.04880598	4.27196
1.954	-0.24554094	-5.05889
2.477	-0.24554094	-5.05889
2.154	0.95865671	-5.05889
5.014	3.154144	0.90924
2.164	0.41620034	-5.05889
2.897	1.85971495	-5.05889
6.22	-0.24554094	6.01597
2.124	1.43730736	-5.05889
2.157	0.95790677	-5.05889
3.919	-0.24554094	4.0231
2.749	1.40244903	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.95865671	-5.05889
1.954	-0.24554094	-5.05889
4.898	0.49793059	5.74169
5.138	1.01093696	0.81767
2.194	1.26913459	-5.05889
2.868	1.65237152	-5.05889
5.137	-0.24554094	1.60079
2.081	0.16254194	-5.05889
4.682	0.74747631	-5.05889
1.954	-0.24554094	-5.05889
2.074	0.44645895	-5.05889
2.184	1.49686596	-5.05889
3.581	0.60815393	1.48651
2.037	0.04032781	-5.05889
1.954	0.29671871	-5.05889
5.053	-0.24554094	5.47195
1.954	-0.24554094	-5.05889
3.623	2.08628426	2.95769
3.177	1.79105115	-5.05889
2.159	1.17546039	-5.05889
2.162	1.00296131	-5.05889
2.315	0.95621985	-5.05889
2.748	-0.24554094	-3.51042
2.112	1.07942895	-5.05889
4.15	-0.24554094	0.95294
3.384	-0.1747457	-5.05889
4.37	1.38581725	1.73199
5.568	0.46452552	8.43785
5.657	0.95865671	4.83298
5.078	-0.24554094	0.76961
4.842	0.52957057	7.49035
1.954	-0.24554094	-5.05889
6.147	-0.05940253	4.81829
2.162	1.42595845	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.77923993	-5.05889
2.15	0.51230524	-1.40923
4.956	-0.24554094	5.89377
2.061	1.79399551	0.99535
1.954	-0.24554094	-5.05889
2.174	-0.24554094	-2.29863
2.466	-0.24554094	-5.05889
1.954	0.30381986	-5.05889
2.161	-0.11513257	-5.05889
1.954	1.6880861	-5.05889
2.162	1.46554588	-5.05889
2.002	1.67445137	-5.05889
5.256	-0.24554094	-5.05889
3.029	3.46328234	0.66839
1.954	-0.24554094	-5.05889
2.014	-0.24554094	-5.05889
2.674	1.41780093	-5.05889
5.183	-0.24208979	3.97093
1.956	0.58987417	-5.05889
2.264	1.6831033	-5.05889
3.435	-0.08854745	-0.719
2.398	1.52802087	-2.78087
2.162	6.61662823	-5.05889
1.954	1.36842165	-5.05889
1.954	-0.24554094	-5.05889
5.888	0.95865671	1.70669
4.033	0.74660726	2.04628
2.152	1.24535538	-5.05889
4.703	-0.24554094	0.86418
4.42	0.38863753	6.82009
2.456	1.32313337	-5.05889
1.954	-0.15028048	-5.05889
2.315	0.91449523	-5.05889
1.954	-0.24554094	-5.05889
2.161	0.51026061	-5.05889
5.924	-0.24554094	5.13042
3.164	0.40633798	-5.05889
4.494	0.11219764	7.06935
1.954	1.35424308	-5.05889
1.975	-0.08236284	-5.05889
2.272	1.19149914	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
2.114	-0.20130731	-5.05889
1.954	0.65979988	-5.05889
1.954	1.29252231	-5.05889
1.984	2.50020024	-5.05889
2.96	-0.18962639	-5.05889
4.108	-0.13579814	-0.86311
5.162	-0.24554094	6.57122
2.164	0.52957057	-5.05889
4.361	0.92221267	2.63447
1.954	1.49892965	-5.05889
2.407	1.00150644	-5.05889
3.928	5.40282787	-5.05889
1.954	-0.24554094	-5.05889
4.427	0.52653908	-1.02322
1.978	-0.09631588	-5.05889
1.967	-0.23521213	-5.05889
1.957	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
1.968	0.47189858	-0.15798
2.47	-0.24208979	-5.05889
1.954	1.14085682	-5.05889
4.92	3.1760753	1.85225
3.586	0.51740518	2.56577
4.313	2.42756849	-5.05889
1.954	1.20104378	-5.05889
2.162	0.39308277	-5.05889
2.16	1.56739916	-3.51042
2.314	0.91139973	-5.05889
3.473	0.95865671	-5.05889
1.954	-0.24554094	-5.05889
4.832	0.09865194	6.11425
1.954	0.54263492	-5.05889
1.954	1.11753512	-5.05889
2.088	1.34681479	-5.05889
1.954	-0.24554094	-5.05889
1.954	0.36053673	-5.05889
3.048	1.25881404	-5.05889
5.668	-0.24554094	-0.719
5.831	-0.24554094	4.1269
1.954	-0.17803928	-5.05889
5.247	0.82930766	-0.86311
2.111	-0.1747457	-5.05889
1.954	-0.24554094	-5.05889
5.733	0.48757429	4.49156
1.954	-0.24554094	-5.05889
2.162	-0.24554094	-5.05889
2.231	1.34681479	-1.02322
3.217	0.95865671	-5.05889
1.954	0.85853525	-5.05889
1.954	1.61051084	-5.05889
3.766	-0.24554094	-5.05889
3.066	2.30435317	-5.05889
1.954	-0.24554094	-5.05889
2.166	0.96762567	-5.05889
2.014	-0.24554094	-5.05889
2.162	1.09178747	-5.05889
2.358	0.6607219	-5.05889
1.954	0.73876997	-5.05889
1.954	0.48341024	-5.05889
2.366	0.40633798	-5.05889
4.59	-0.24554094	2.60738
4.486	-0.24554094	2.88059
3.21	0.73176669	-5.05889
2.199	0.37296821	-5.05889
1.954	1.15532145	-5.05889
5.711	0.64589664	3.98151
5.174	-0.24554094	5.76179
1.954	1.43999511	-5.05889
5.461	0.84561808	4.20578
2.158	1.34681479	-5.05889
2.327	-0.24554094	-5.05889
2.134	0.52957057	-5.05889
1.954	0.980237	-5.05889
1.954	-0.24554094	-5.05889
1.955	1.61098794	-5.05889
2.468	0.52451454	-5.05889
2.31	0.72208166	-5.05889
3.429	0.53360268	2.72546
3.876	0.17033206	1.48651
2.162	-0.24554094	-5.05889
4.803	0.96464221	4.1364
1.954	0.52957057	-5.05889
3.974	0.71854309	-5.05889
2.269	1.69395277	-5.05889
2.297	-0.24554094	-5.05889
4.328	1.31202003	-1.40923
2.09	4.5652803	-5.05889
2.139	0.56053151	-5.05889
2.081	0.52653908	-5.05889
2.106	-0.24554094	-5.05889
2.102	-0.24554094	-5.05889
2.138	1.70024415	-5.05889
2.667	-0.24554094	-5.05889
2.332	0.95865671	-5.05889
1.954	-0.24554094	-1.20336
1.954	-0.24554094	-5.05889
1.955	0.39640773	-5.05889
2.353	0.980237	1.78131
2.095	0.28121332	-5.05889
2.304	0.50308049	-5.05889
2.315	-0.24554094	-5.05889
2.007	0.38417745	-5.05889
2.225	0.3707161	-5.05889
2.188	4.97825511	-5.05889
1.999	1.55802731	-5.05889
4.992	-0.24554094	2.57977
2.391	0.46663596	-5.05889
4.553	0.93979035	-5.05889
2.634	2.30788879	-5.05889
4.679	0.62620498	-0.35702
5.767	0.52957057	3.51186
1.954	-0.24554094	-5.05889
2.174	1.79189301	-5.05889
1.954	-0.24554094	-5.05889
5.682	1.54460382	4.08332
2.145	-0.24554094	-5.05889
2.092	1.35253225	-5.05889
1.987	1.1168634	-5.05889
4.919	1.9359611	1.94172
2.044	0.71055054	-5.05889
1.954	1.12890669	-5.05889
2.196	-0.24554094	-5.05889
2.311	-0.24554094	-5.05889
2.394	1.76684932	-5.05889
1.954	-0.23178557	-5.05889
4.526	2.95843244	-5.05889
1.954	-0.24554094	-5.05889
2.204	0.980237	-5.05889
2.521	1.08562144	-5.05889
3.821	-0.24554094	4.16455
5.568	0.47084759	5.98867
2.306	-0.24554094	-1.93783
1.954	-0.24554094	-5.05889
2.132	-0.24554094	-5.05889
2.323	-0.24554094	-5.05889
1.988	0.95865671	-5.05889
3.649	0.52957057	2.64783
2.518	-0.20298376	-5.05889
5.614	-0.24554094	1.19051
2.318	1.30613941	-5.05889
1.97	1.80404507	-5.05889
5.487	0.41182587	2.99996
2.366	-0.24554094	-5.05889
6.236	-0.2403673	1.87514
2.315	-0.24554094	-5.05889
2.05	0.68539791	-5.05889
